Network,LogicalLength,truck,bus,other
N1_1,15757.742677501268,0.8754301487500705,0.7295251239583921,2.188575371875176
N1_2,89256.08457369053,4.95867136520503,4.132226137670858,12.396678413012573
N1_3,32466.82060356893,1.8037122557538294,1.5030935464615245,4.509280639384573
N1_4,94154.26404827462,5.230792447126368,4.35899370593864,13.076981117815919
