index,BriCond,BriLen,chainage,lat,lon,lrp,type,Object Name,distance
384,,,172.128,22.856,91.5457219,LRP175a,Road,Road384,95.48006107
102,A,1.5,172.23,22.85514753,91.54582218,LRP173b,Bridge,Bridge102,0
102,A,,172.23,22.85514753,91.54582218,LRP173b,Output@Bridge,Output@Bridge102,10.29686974
385,,,172.241,22.8550556,91.545833,LRP175b,Road,Road385,713.5197641
386,,,172.963,22.8486663,91.5463608,LRP176,Road,Road386,5.550941534
103,A,8.5,172.969,22.84861728,91.54637061,LRP174a,Bridge,Bridge103,0
103,A,,172.969,22.84861728,91.54637061,LRP174a,Output@Bridge,Output@Bridge103,10.17672629
387,,,172.98,22.8485274,91.5463886,LRP176a,Road,Road387,9.701369356
388,,,172.99,22.8484441,91.5464163,LRP176b,Road,Road388,356.6638858
104,A,3,173.35,22.84539149,91.54746892,LRP174b,Bridge,Bridge104,0
104,A,,173.35,22.84539149,91.54746892,LRP174b,Output@Bridge,Output@Bridge104,19.81468185
389,,,173.37,22.8452219,91.5475274,LRP176c,Road,Road389,206.8327784
105,A,1.5,173.585,22.84345514,91.54814956,LRP174c,Bridge,Bridge105,0
105,A,,173.585,22.84345514,91.54814956,LRP174c,Output@Bridge,Output@Bridge105,24.05033968
390,,,173.61,22.8432497,91.5482219,LRP176d,Road,Road390,247.4682233
106,A,3,173.859,22.84109433,91.5488097,LRP175a,Bridge,Bridge106,0
106,A,,173.859,22.84109433,91.5488097,LRP175a,Output@Bridge,Output@Bridge106,103.3602907
391,,,173.963,22.8401941,91.5490552,LRP177,Road,Road391,328.4718554
392,,,174.277,22.8372497,91.5492497,LRP177a,Road,Road392,509.008702
107,A,3,174.804,22.83274677,91.5501035,LRP175b,Bridge,Bridge107,0
107,A,,174.804,22.83274677,91.5501035,LRP175b,Output@Bridge,Output@Bridge107,153.5719834
393,,,174.963,22.8313882,91.5503611,LRP178,Road,Road393,49.70798836
108,A,4.5,175.013,22.83096134,91.55050285,LRP176a,Bridge,Bridge108,0
108,A,,175.013,22.83096134,91.55050285,LRP176a,Output@Bridge,Output@Bridge108,767.493035
12732,C,12.4,175.785,22.82437066,91.55269155,LRP176b,Bridge,Bridge12732,0
12732,C,,175.785,22.82437066,91.55269155,LRP176b,Output@Bridge,Output@Bridge12732,49.70820787
394,,,175.835,22.8239438,91.5528333,LRP178a,Road,Road394,130.6398192
395,,,175.963,22.8228049,91.5531389,LRP179,Road,Road395,997.0575857
396,,,176.963,22.8141389,91.5555833,LRP180,Road,Road396,294.9829523
14649,B,9.5,177.247,22.81156344,91.55625621,LRP179a,Bridge,Bridge14649,0
14649,B,,177.247,22.81156344,91.55625621,LRP179a,Output@Bridge,Output@Bridge14649,58.16568866
397,,,177.303,22.8110556,91.5563889,LRP180a,Road,Road397,374.6472628
398,,,177.709,22.808,91.5579167,LRP180b,Road,Road398,248.0356225
399,,,177.961,22.8059722,91.5589167,LRP180c,Road,Road399,3.095585775
400,,,177.963,22.8059444,91.5589167,LRP181,Road,Road400,152.8691923
401,,,178.118,22.8045833,91.5591111,LRP181a,Road,Road401,824.8637497
402,,,178.963,22.7974719,91.5613611,LRP182,Road,Road402,401.5447773
109,A,4.5,179.363,22.79418135,91.56296126,LRP181a,Bridge,Bridge109,0
109,A,,179.363,22.79418135,91.56296126,LRP181a,Output@Bridge,Output@Bridge109,93.35939309
403,,,179.456,22.7934163,91.5633333,LRP182a,Road,Road403,475.9537412
404,,,179.928,22.7896108,91.5654444,LRP182b,Road,Road404,31.27752984
405,,,179.963,22.7893608,91.5655833,LRP183,Road,Road405,875.7192171
14650,B,23.2,180.85,22.78219689,91.56910257,LRP182a,Bridge,Bridge14650,0
14650,B,,180.85,22.78219689,91.56910257,LRP182a,Output@Bridge,Output@Bridge14650,105.6397132
406,,,180.957,22.7813327,91.5695271,LRP183a,Road,Road406,13.62462085
407,,,180.963,22.7812216,91.5695827,LRP184,Road,Road407,10.89542633
408,,,180.978,22.7811382,91.5696382,LRP184a,Road,Road408,481.0621562
409,,,181.464,22.7771104,91.5713327,LRP184b,Road,Road409,360.9299614
110,A,6,181.825,22.77419709,91.57287375,LRP183b,Bridge,Bridge110,0
110,A,,181.825,22.77419709,91.57287375,LRP183b,Output@Bridge,Output@Bridge110,113.9781902
410,,,181.939,22.7732771,91.5733604,LRP184c,Road,Road410,30.08826827
411,,,181.963,22.7730271,91.5734716,LRP185,Road,Road411,350.9141185
111,A,9.7,182.318,22.77025167,91.57509052,LRP184a,Bridge,Bridge111,0
111,A,,182.318,22.77025167,91.57509052,LRP184a,Output@Bridge,Output@Bridge111,112.6882537
412,,,182.432,22.7693604,91.5756104,LRP185a,Road,Road412,429.4739327
413,,,182.434,22.7661944,91.5779993,LRP185b,Road,Road413,98.59778302
414,,,182.963,22.7654722,91.5785549,LRP186,Road,Road414,331.6709499
112,A,4,183.296,22.76306269,91.58045388,LRP185a,Bridge,Bridge112,0
112,A,,183.296,22.76306269,91.58045388,LRP185a,Output@Bridge,Output@Bridge112,119.5215588
415,,,183.416,22.7621944,91.5811382,LRP186a,Road,Road415,536.4737095
416,,,183.963,22.7585278,91.5845274,LRP187,Road,Road416,693.0135019
113,A,12.9,184.654,22.75356532,91.58860042,LRP186a,Bridge,Bridge113,0
113,A,,184.654,22.75356532,91.58860042,LRP186a,Output@Bridge,Output@Bridge113,129.3769082
417,,,184.783,22.7526389,91.5893608,LRP187a,Road,Road417,19.21916122
418,,,184.806,22.7525,91.5894719,LRP187b,Road,Road418,158.7752709
419,,,184.963,22.7513333,91.5903608,LRP188,Road,Road419,94.11707017
114,A,3,185.058,22.75063935,91.59088404,LRP187a,Bridge,Bridge114,0
114,A,,185.058,22.75063935,91.59088404,LRP187a,Output@Bridge,Output@Bridge114,135.7269966
420,,,185.195,22.7496386,91.5916386,LRP188a,Road,Road420,637.2395594
14651,B,8.1,185.842,22.74451365,91.59439989,LRP187b,Bridge,Bridge14651,0
14651,B,,185.842,22.74451365,91.59439989,LRP187b,Output@Bridge,Output@Bridge14651,119.1751569
421,,,185.963,22.7435552,91.5949163,LRP189,Road,Road421,30.08531525
422,,,185.995,22.7433052,91.5950274,LRP189a,Road,Road422,972.1318056
423,,,186.963,22.7349997,91.5979441,LRP190,Road,Road423,9.715722601
424,,,186.975,22.7349163,91.5979719,LRP190a,Road,Road424,992.383662
425,,,187.963,22.7263882,91.6007778,LRP191,Road,Road425,381.9390676
115,A,3,188.35,22.72331676,91.60243314,LRP190a,Bridge,Bridge115,0
115,A,,188.35,22.72331676,91.60243314,LRP190a,Output@Bridge,Output@Bridge115,150.0127083
426,,,188.502,22.7221104,91.6030833,LRP191a,Road,Road426,456.9975492
427,,,188.963,22.7185549,91.6053056,LRP192,Road,Road427,93.9021547
116,A,3,189.058,22.71782439,91.60576233,LRP191a,Bridge,Bridge116,0
116,A,,189.058,22.71782439,91.60576233,LRP191a,Output@Bridge,Output@Bridge116,71.16803216
117,A,3,189.13,22.71727073,91.60610848,LRP191b,Bridge,Bridge117,0
117,A,,189.13,22.71727073,91.60610848,LRP191b,Output@Bridge,Output@Bridge117,91.92548123
428,,,189.223,22.7165556,91.6065556,LRP192a,Road,Road428,72.13337724
429,,,189.298,22.716,91.6069167,LRP192b,Road,Road429,208.1515094
430,,,189.513,22.7143889,91.6079444,LRP193,Road,Road430,64.77489603
12733,C,19.2,189.58,22.71387274,91.60823522,LRP191c,Bridge,Bridge12733,0
12733,C,,189.58,22.71387274,91.60823522,LRP191c,Output@Bridge,Output@Bridge12733,182.7234941
431,,,189.769,22.7124167,91.6090556,LRP193a,Road,Road431,605.0945921
432,,,190.376,22.7076111,91.6118056,LRP193b,Road,Road432,130.6514728
433,,,190.513,22.7065556,91.6123611,LRP194,Road,Road433,70.70877291
434,,,190.581,22.706,91.6126944,LRP194a,Road,Road434,338.5946299
435,,,190.923,22.7033056,91.6142222,LRP194b,Road,Road435,182.8931092
118,A,19.2,191.107,22.7018165,91.61497346,LRP193a,Bridge,Bridge118,0
118,A,,191.107,22.7018165,91.61497346,LRP193a,Output@Bridge,Output@Bridge118,195.8152974
436,,,191.304,22.7002222,91.6157778,LRP194c,Road,Road436,212.4001543
437,,,191.524,22.6984997,91.616666,LRP195,Road,Road437,797.5270171
438,,,192.308,22.6919719,91.6198604,LRP195a,Road,Road438,86.23550978
119,A,4.2,192.408,22.69125171,91.62016906,LRP194a,Bridge,Bridge119,0
119,A,,192.408,22.69125171,91.62016906,LRP194a,Output@Bridge,Output@Bridge119,100.0332681
439,,,192.524,22.6904163,91.6205271,LRP196,Road,Road439,97.95709399
440,,,192.622,22.689583,91.6208327,LRP196a,Road,Road440,326.5378043
120,A,3.2,192.95,22.68686976,91.62203858,LRP195a,Bridge,Bridge120,0
120,A,,192.95,22.68686976,91.62203858,LRP195a,Output@Bridge,Output@Bridge120,215.0375988
441,,,193.166,22.685083,91.6228327,LRP196b,Road,Road441,314.3276147
442,,,193.483,22.6825549,91.6241938,LRP197,Road,Road442,677.0305156
121,A,6,194.149,22.6769773,91.62681695,LRP196a,Bridge,Bridge121,0
121,A,,194.149,22.6769773,91.62681695,LRP196a,Output@Bridge,Output@Bridge121,4.066262522
443,,,194.153,22.6769438,91.6268327,LRP197a,Road,Road443,210.6328868
444,,,194.384,22.6751382,91.6274438,LRP197b,Road,Road444,97.95492267
445,,,194.483,22.6743049,91.6277493,LRP198,Road,Road445,116.501983
446,,,194.603,22.6733049,91.6280827,LRP198a,Road,Road446,126.1003533
447,,,194.734,22.6722493,91.6285271,LRP198b,Road,Road447,268.7363566
122,A,3,194.998,22.66995944,91.62935317,LRP197a,Bridge,Bridge122,0
122,A,,194.998,22.66995944,91.62935317,LRP197a,Output@Bridge,Output@Bridge122,246.3420533
448,,,195.24,22.6678604,91.6301104,LRP198c,Road,Road448,253.8224949
123,A,3,195.501,22.6657839,91.63112936,LRP197b,Bridge,Bridge123,0
123,A,,195.501,22.6657839,91.63112936,LRP197b,Output@Bridge,Output@Bridge123,106.0026913
449,,,195.61,22.6649167,91.6315549,LRP199,Road,Road449,134.7071861
450,,,195.748,22.6638333,91.6321382,LRP199a,Road,Road450,287.0719518
124,A,3,196.038,22.66159568,91.63352574,LRP198a,Bridge,Bridge124,0
124,A,,196.038,22.66159568,91.63352574,LRP198a,Output@Bridge,Output@Bridge124,247.4767473
451,,,196.288,22.6596667,91.6347219,LRP199b,Road,Road451,326.552069
452,,,196.61,22.6571389,91.636333,LRP200,Road,Road452,315.9211789
125,A,3.1,196.925,22.65471243,91.63792618,LRP199a,Bridge,Bridge125,0
125,A,,196.925,22.65471243,91.63792618,LRP199a,Output@Bridge,Output@Bridge125,42.12293716
453,,,196.967,22.6543889,91.6381386,LRP200a,Road,Road453,208.1755803
454,,,197.176,22.6527778,91.6391663,LRP200b,Road,Road454,209.9428337
126,A,4.6,197.39,22.65107095,91.64003412,LRP199b,Bridge,Bridge126,0
126,A,,197.39,22.65107095,91.64003412,LRP199b,Output@Bridge,Output@Bridge126,193.2655483
455,,,197.587,22.6494997,91.640833,LRP201,Road,Road455,62.56839624
456,,,197.654,22.6489997,91.6411108,LRP201a,Road,Road456,190.812287
127,A,12.4,197.846,22.64745611,91.64191712,LRP199c,Bridge,Bridge127,0
127,A,,197.846,22.64745611,91.64191712,LRP199c,Output@Bridge,Output@Bridge127,269.3242809
457,,,198.117,22.6452774,91.6430552,LRP201b,Road,Road457,462.4497956
458,,,198.587,22.641583,91.6451108,LRP202,Road,Road458,688.9314746
128,A,3,199.279,22.63609659,91.64820924,LRP201a,Bridge,Bridge128,0
128,A,,199.279,22.63609659,91.64820924,LRP201a,Output@Bridge,Output@Bridge128,222.0124066
129,A,3,199.502,22.63432857,91.64920773,LRP201b,Bridge,Bridge129,0
129,A,,199.502,22.63432857,91.64920773,LRP201b,Output@Bridge,Output@Bridge129,58.73881057
459,,,199.561,22.6338608,91.6494719,LRP202a,Road,Road459,94.25681876
460,,,199.648,22.6330827,91.649833,LRP203,Road,Road460,130.6930026
461,,,199.783,22.6320271,91.6503889,LRP203a,Road,Road461,494.0333051
130,A,3,200.277,22.62816664,91.65275783,LRP202a,Bridge,Bridge130,0
130,A,,200.277,22.62816664,91.65275783,LRP202a,Output@Bridge,Output@Bridge130,288.0209719
462,,,200.565,22.625916,91.6541389,LRP203b,Road,Road462,10.48717092
14652,B,6.1,200.575,22.62583234,91.65418576,LRP202b,Bridge,Bridge14652,0
14652,B,,200.575,22.62583234,91.65418576,LRP202b,Output@Bridge,Output@Bridge14652,76.55638841
463,,,200.648,22.6252216,91.6545278,LRP204,Road,Road463,210.6274404
464,,,200.867,22.6234716,91.6553056,LRP204a,Road,Road464,50.20168946
131,A,3,200.918,22.62304617,91.65546725,LRP203a,Bridge,Bridge131,0
131,A,,200.918,22.62304617,91.65546725,LRP203a,Output@Bridge,Output@Bridge131,277.5861194
465,,,201.2,22.6206938,91.6563611,LRP204b,Road,Road465,143.6481144
466,,,201.363,22.6194993,91.6568889,LRP204c,Road,Road466,190.5173859
467,,,201.383,22.6180271,91.6578333,LRP204d,Road,Road467,38.03786364
132,A,3,201.52,22.61775635,91.65805894,LRP203b,Bridge,Bridge132,0
132,A,,201.52,22.61775635,91.65805894,LRP203b,Output@Bridge,Output@Bridge132,32.20726396
468,,,201.636,22.6175271,91.65825,LRP204f,Road,Road468,80.42098335
469,,,201.727,22.6169716,91.65875,LRP205,Road,Road469,16.84442761
470,,,201.743,22.6168604,91.6588611,LRP205a,Road,Road470,253.5036862
134,A,4.6,201.999,22.61498997,91.66026705,LRP204a,Bridge,Bridge134,0
134,A,,201.999,22.61498997,91.66026705,LRP204a,Output@Bridge,Output@Bridge134,352.5304259
471,,,202.355,22.6123889,91.6622222,LRP205b,Road,Road471,78.9949845
135,A,3,202.435,22.61175567,91.66256867,LRP205a,Bridge,Bridge135,0
135,A,,202.435,22.61175567,91.66256867,LRP205a,Output@Bridge,Output@Bridge135,288.3323206
472,,,202.727,22.6094444,91.6638333,LRP206,Road,Road472,68.12952359
473,,,202.799,22.6088889,91.6641111,LRP206a,Road,Road473,654.7413832
136,A,2.95,203.457,22.60383944,91.66737456,LRP206a,Bridge,Bridge136,0
136,A,,203.457,22.60383944,91.66737456,LRP206a,Output@Bridge,Output@Bridge136,193.0404567
14653,B,4.5,203.651,22.60235069,91.66833673,LRP206b,Bridge,Bridge14653,0
14653,B,,203.651,22.60235069,91.66833673,LRP206b,Output@Bridge,Output@Bridge14653,99.50560419
474,,,203.751,22.6015833,91.6688327,LRP207,Road,Road474,79.40897137
475,,,203.881,22.601,91.6692771,LRP207a,Road,Road475,125.5235927
476,,,203.996,22.6000556,91.6699438,LRP207b,Road,Road476,77.5532164
477,,,204.045,22.5994441,91.6703049,LRP207c,Road,Road477,297.5752365
14654,B,9.3,204.342,22.59716658,91.67181921,LRP206c,Bridge,Bridge14654,0
14654,B,,204.342,22.59716658,91.67181921,LRP206c,Output@Bridge,Output@Bridge14654,384.7457373
478,,,204.726,22.5942219,91.6737771,LRP207d,Road,Road478,25.39408918
479,,,204.751,22.5939997,91.6738327,LRP208,Road,Road479,13.69782473
137,A,4.5,204.765,22.59388818,91.67388894,LRP207a,Bridge,Bridge137,0
137,A,,204.765,22.59388818,91.67388894,LRP207a,Output@Bridge,Output@Bridge137,385.496735
480,,,205.159,22.5907497,91.6754716,LRP208a,Road,Road480,444.122456
12734,C,22.25,205.615,22.58703502,91.67704447,LRP208a,Bridge,Bridge12734,0
12734,C,,205.615,22.58703502,91.67704447,LRP208a,Output@Bridge,Output@Bridge12734,293.1606491
481,,,205.916,22.584583,91.6780827,LRP209,Road,Road481,109.6280602
482,,,206.033,22.5836663,91.6784716,LRP209a,Road,Road482,21.78587073
483,,,206.059,22.5834997,91.6785827,LRP209b,Road,Road483,242.5301873
138,A,2.5,206.3,22.58150867,91.67953904,LRP208d,Bridge,Bridge138,0
138,A,,206.3,22.58150867,91.67953904,LRP208d,Output@Bridge,Output@Bridge138,102.6478047
484,,,206.402,22.580666,91.6799438,LRP209c,Road,Road484,327.0536864
485,,,206.733,22.5779438,91.6811382,LRP209d,Road,Road485,137.4852821
139,A,10.2,206.866,22.57679302,91.68162274,LRP209a,Bridge,Bridge139,0
139,A,,206.866,22.57679302,91.68162274,LRP209a,Output@Bridge,Output@Bridge139,51.68623528
486,,,206.916,22.5763604,91.6818049,LRP210,Road,Road486,376.2891508
487,,,207.293,22.5731938,91.6830827,LRP210a,Road,Road487,19.22802681
488,,,207.311,22.5730549,91.6831938,LRP210b,Road,Road488,319.0377776
140,A,3,207.64,22.57029059,91.68400967,LRP210a,Bridge,Bridge140,0
140,A,,207.64,22.57029059,91.68400967,LRP210a,Output@Bridge,Output@Bridge140,264.7338109
141,A,8.2,207.913,22.56799681,91.68468666,LRP210b,Bridge,Bridge141,0
141,A,,207.913,22.56799681,91.68468666,LRP210b,Output@Bridge,Output@Bridge141,2.909164442
489,,,207.916,22.5679716,91.6846941,LRP211,Road,Road489,173.8780167
490,,,208.094,22.5664722,91.6851663,LRP211a,Road,Road490,5.913196716
142,A,4.5,208.1,22.56642129,91.68518266,LRP210d,Bridge,Bridge142,0
142,A,,208.1,22.56642129,91.68518266,LRP210d,Output@Bridge,Output@Bridge142,265.1085008
491,,,208.369,22.5641389,91.6859163,LRP211b,Road,Road491,15.7287452
492,,,208.383,22.564,91.6859441,LRP211c,Road,Road492,175.4367465
493,,,208.6,22.5624722,91.6863608,LRP211d,Road,Road493,348.5854674
494,,,208.916,22.5594444,91.6872219,LRP212,Road,Road494,106.8897885
143,A,4.1,209.024,22.55852109,91.68750624,LRP211a,Bridge,Bridge143,0
143,A,,209.024,22.55852109,91.68750624,LRP211a,Output@Bridge,Output@Bridge143,484.963602
14655,B,21.6,209.514,22.55433198,91.68879631,LRP212a,Bridge,Bridge14655,0
14655,B,,209.514,22.55433198,91.68879631,LRP212a,Output@Bridge,Output@Bridge14655,337.4957285
495,,,209.855,22.5514167,91.6896941,LRP213,Road,Road495,137.4979295
496,,,209.999,22.5503056,91.6902774,LRP213a,Road,Road496,19.23526548
497,,,210.03,22.5501667,91.6903886,LRP213b,Road,Road497,442.4638813
144,A,3,210.476,22.54677272,91.69262606,LRP213a,Bridge,Bridge144,0
144,A,,210.476,22.54677272,91.69262606,LRP213a,Output@Bridge,Output@Bridge144,297.6231004
145,A,5.2,210.776,22.54448978,91.69413108,LRP213b,Bridge,Bridge145,0
145,A,,210.776,22.54448978,91.69413108,LRP213b,Output@Bridge,Output@Bridge145,78.37430456
498,,,210.855,22.5438886,91.6945274,LRP214,Road,Road498,125.4689217
499,,,210.974,22.5428608,91.6950274,LRP214a,Road,Road499,454.2318736
146,A,8.2,211.433,22.53903002,91.69654527,LRP214a,Bridge,Bridge146,0
146,A,,211.433,22.53903002,91.69654527,LRP214a,Output@Bridge,Output@Bridge146,418.6071624
500,,,211.856,22.5354997,91.6979441,LRP215,Road,Road500,89.82634708
501,,,211.946,22.5347774,91.698333,LRP215a,Road,Road501,537.7193088
147,A,3,212.483,22.5303678,91.70046412,LRP215a,Bridge,Bridge147,0
147,A,,212.483,22.5303678,91.70046412,LRP215a,Output@Bridge,Output@Bridge147,373.5013105
502,,,212.856,22.5273049,91.7019444,LRP216,Road,Road502,523.9823317
14656,B,16.3,213.386,22.52293592,91.70383662,LRP215b,Bridge,Bridge14656,0
14656,B,,213.386,22.52293592,91.70383662,LRP215b,Output@Bridge,Output@Bridge14656,422.1534659
503,,,213.813,22.519416,91.7053611,LRP216a,Road,Road503,17.3207052
504,,,213.831,22.51926541,91.70540328,LRP216b,Road,Road504,62.54846421
505,,,213.896,22.5187216,91.7055556,LRP217,Road,Road505,263.3379883
506,,,214.172,22.5165556,91.7065833,LRP217a,Road,Road506,46.5761495
507,,,214.217,22.5161667,91.70675,LRP217b,Road,Road507,175.9948098
508,,,214.399,22.5147222,91.7074444,LRP217c,Road,Road508,188.1546912
509,,,214.593,22.5131389,91.7080833,LRP217d,Road,Road509,42.67236528
510,,,214.634,22.5127778,91.7082222,LRP217e,Road,Road510,169.7070167
12735,C,27,214.807,22.51134712,91.70879079,LRP217a,Bridge,Bridge12735,0
12735,C,,214.807,22.51134712,91.70879079,LRP217a,Output@Bridge,Output@Bridge12735,87.30600316
511,,,214.896,22.5106111,91.7090833,LRP218,Road,Road511,141.930581
512,,,215.04,22.5094444,91.7096389,LRP218a,Road,Road512,10.89184874
513,,,215.052,22.5093611,91.7096944,LRP218b,Road,Road513,231.0846047
514,,,215.291,22.5074444,91.7105556,LRP218c,Road,Road514,17.6722059
515,,,215.309,22.5073056,91.7106389,LRP218d,Road,Road515,157.6170881
149,A,4.5,215.467,22.50602204,91.71128482,LRP218a,Bridge,Bridge149,0
149,A,,215.467,22.50602204,91.71128482,LRP218a,Output@Bridge,Output@Bridge149,371.0994873
516,,,215.839,22.503,91.7128056,LRP218e,Road,Road516,55.76904954
517,,,215.896,22.5025556,91.7130556,LRP219,Road,Road517,297.1858391
150,A,17.6,216.196,22.50008583,91.71415049,LRP218b,Bridge,Bridge150,0
150,A,,216.196,22.50008583,91.71415049,LRP218b,Output@Bridge,Output@Bridge150,381.3896103
518,,,216.581,22.4969163,91.7155556,LRP219a,Road,Road518,15.04949941
519,,,216.6,22.4968052,91.7156389,LRP219b,Road,Road519,288.6051006
520,,,216.896,22.494583,91.7170827,LRP220,Road,Road520,477.2351499
14657,B,3,217.377,22.4904406,91.71827267,LRP219a,Bridge,Bridge14657,0
14657,B,,217.377,22.4904406,91.71827267,LRP219a,Output@Bridge,Output@Bridge14657,402.8229164
521,,,217.783,22.4869441,91.7192771,LRP220a,Road,Road521,157.6364723
151,A,4.5,217.942,22.48554801,91.71953095,LRP220a,Bridge,Bridge151,0
151,A,,217.942,22.48554801,91.71953095,LRP220a,Output@Bridge,Output@Bridge151,14.87136755
522,,,217.957,22.4854163,91.7195549,LRP221,Road,Road522,294.9925008
523,,,218.254,22.48280707,91.720051,LRP221a,Road,Road523,185.7369437
19366,D,24.33,218.441,22.48116421,91.72036336,LRP220b,Bridge,Bridge19366,0
19366,D,,218.441,22.48116421,91.72036336,LRP220b,Output@Bridge,Output@Bridge19366,411.2028095
524,,,218.855,22.4775271,91.7210549,LRP221b,Road,Road524,25.39286152
525,,,218.88,22.4773049,91.7211104,LRP221c,Road,Road525,89.57901817
526,,,218.969,22.4765271,91.7213327,LRP222,Road,Road526,454.7891114
152,A,6,219.427,22.47285309,91.72326335,LRP221a,Bridge,Bridge152,0
152,A,,219.427,22.47285309,91.72326335,LRP221a,Output@Bridge,Output@Bridge152,422.0225226
527,,,219.852,22.4694438,91.7250549,LRP222a,Road,Road527,126.680044
528,,,219.988,22.468416,91.7255827,LRP223,Road,Road528,731.4612827
19367,D,24.32,220.725,22.46243864,91.7285307,LRP223a,Bridge,Bridge19367,0
19367,D,,220.725,22.46243864,91.7285307,LRP223a,Output@Bridge,Output@Bridge19367,261.0248109
529,,,220.988,22.4603056,91.7295827,LRP224,Road,Road529,182.4343067
530,,,221.172,22.4588333,91.7303604,LRP224a,Road,Road530,24.48534552
531,,,221.198,22.4586389,91.7304716,LRP224b,Road,Road531,806.6528742
532,,,222.006,22.4518235,91.7331283,LRP225,Road,Road532,350.416264
153,A,3,222.357,22.44886285,91.73428239,LRP224a,Bridge,Bridge153,0
153,A,,222.357,22.44886285,91.73428239,LRP224a,Output@Bridge,Output@Bridge153,329.4519433
15617,C,26.3,222.687,22.44607933,91.73536743,LRP225a,Bridge,Bridge15617,0
15617,C,,222.687,22.44607933,91.73536743,LRP225a,Output@Bridge,Output@Bridge15617,318.4709339
533,,,223.006,22.4433886,91.7364163,LRP226,Road,Road533,102.2702717
534,,,223.11,22.4424997,91.7366663,LRP226a,Road,Road534,32.10236524
535,,,223.141,22.4422219,91.7367497,LRP226b,Road,Road535,561.1971911
154,A,3,223.743,22.43750352,91.73866595,LRP226a,Bridge,Bridge154,0
154,A,,223.743,22.43750352,91.73866595,LRP226a,Output@Bridge,Output@Bridge154,288.9895062
155,A,40,224.053,22.43507379,91.73965272,LRP226b,Bridge,Bridge155,0
155,A,,224.053,22.43507379,91.73965272,LRP226b,Output@Bridge,Output@Bridge155,12.11892842
536,,,224.066,22.4349719,91.7396941,LRP227,Road,Road536,197.9012087
537,,,224.203,22.4333049,91.7403608,LRP227a,Road,Road537,308.8664582
538,,,224.514,22.4307493,91.7415274,LRP227b,Road,Road538,39.47153793
539,,,224.557,22.4304438,91.7417219,LRP227c,Road,Road539,452.1671035
540,,,225.006,22.4269716,91.7439997,LRP228,Road,Road540,687.5294158
14660,B,35.1,225.702,22.42204155,91.74802098,LRP228a,Bridge,Bridge14660,0
14660,B,,225.702,22.42204155,91.74802098,LRP228a,Output@Bridge,Output@Bridge14660,300.3029809
541,,,226.006,22.4198882,91.7497774,LRP229,Road,Road541,164.7941918
542,,,226.171,22.4185549,91.7504722,LRP229a,Road,Road542,36.84742264
543,,,226.209,22.4182771,91.7506667,LRP229b,Road,Road543,803.8872184
544,,,227.006,22.4119167,91.7543611,LRP230,Road,Road544,201.239962
545,,,227.206,22.4101111,91.7544444,LRP230a,Road,Road545,201.7661863
546,,,227.412,22.4084167,91.7551389,LRP230b,Road,Road546,2.006251955
547,,,227.414,22.40839921,91.75514358,LRP230c,Road,Road547,593.8217803
548,,,228.006,22.4032222,91.7565278,LRP231,Road,Road548,23.60935795
156,A,5,228.029,22.40301454,91.75657412,LRP230a,Bridge,Bridge156,0
156,A,,228.029,22.40301454,91.75657412,LRP230a,Output@Bridge,Output@Bridge156,386.9883767
549,,,228.406,22.3996108,91.7573333,LRP231a,Road,Road549,90.29234698
550,,,228.51,22.3988608,91.7576667,LRP231b,Road,Road550,6.191171549
551,,,228.517,22.3988052,91.7576667,LRP231c,Road,Road551,281.1234767
157,A,3,228.797,22.39633988,91.75825516,LRP231a,Bridge,Bridge157,0
157,A,,228.797,22.39633988,91.75825516,LRP231a,Output@Bridge,Output@Bridge157,209.838746
552,,,229.006,22.3944997,91.7586944,LRP232,Road,Road552,81.24027321
553,,,229.065,22.3937774,91.7588056,LRP232a,Road,Road553,121.5520039
158,A,18,229.203,22.39271753,91.75908821,LRP231b,Bridge,Bridge158,0
158,A,,229.203,22.39271753,91.75908821,LRP231b,Output@Bridge,Output@Bridge158,69.58414206
554,,,229.282,22.3921108,91.75925,LRP232b,Road,Road554,343.6012299
555,,,229.633,22.3892497,91.7605,LRP232c,Road,Road555,60.1929293
556,,,229.692,22.3887497,91.7607222,LRP232d,Road,Road556,309.5789128
557,,,230.006,22.3861663,91.7618333,LRP233,Road,Road557,123.6792468
159,A,3,230.13,22.38524588,91.76250566,LRP232a,Bridge,Bridge159,0
159,A,,230.13,22.38524588,91.76250566,LRP232a,Output@Bridge,Output@Bridge159,499.7066637
558,,,230.631,22.3815271,91.7652222,LRP233a,Road,Road558,276.8872899
160,A,8.3,230.921,22.37970118,91.76704765,LRP233a,Bridge,Bridge160,0
160,A,,230.921,22.37970118,91.76704765,LRP233a,Output@Bridge,Output@Bridge160,81.15693675
559,,,231.006,22.379166,91.7675827,LRP234,Road,Road559,418.4798304
560,,,231.442,22.3764716,91.770416,LRP234a,Road,Road560,30.37693308
561,,,231.461,22.37622549,91.77054327,LRP234b,Road,Road561,807.3878197
161,A,3,231.966,22.36968413,91.77392587,LRP234a,Bridge,Bridge161,0
161,A,,231.966,22.36968413,91.77392587,LRP234a,Output@Bridge,Output@Bridge161,63.95182016
562,,,232.006,22.369166,91.7741938,LRP235,Road,Road562,357.5558573
563,,,232.561,22.3691382,91.777666,LRP235a,Road,Road563,1258.998787
564,,,232.754,22.3586667,91.7822771,LRP235b,Road,Road564,7117.55863
565,,,241.063,22.3644444,91.8511111,LRP244b,Road,Road565,34.10149505
