,index,road,km,type,LRPName,name,length,condition,structureNr,roadName,chainage,width,constructionYear,spans,zone,circle,division,sub-division,lat,lon,EstimatedLoc
87,74,N1,117.627,Box Culvert,LRP118d,BALUZURI 2 CULVERT,2.6,A,101184,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,117.627,12.2,1984.0,1.0,Comilla,Comilla,Comilla,Comilla,23.2397920309669,91.3125740860465,interpolate
88,75,N1,118.049,Box Culvert,LRP119a,KALIR BAZAR BOX CULVERT,2.5,A,101185,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,118.049,12.2,1990.0,1.0,Comilla,Comilla,Comilla,Comilla,23.2360759516523,91.3129901976744,interpolate
89,14627,N1,118.856,Box Culvert,LRP119b,KALIA BAZER BOC CULVERT,3.1,B,101187,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,118.856,12.2,1988.0,1.0,Comilla,Comilla,Comilla,Comilla,23.2289195919642,91.3134220678571,interpolate
90,14628,N1,119.19,Box Culvert,LRP120a,CHAUDDAGARAM BOX CULVERT,2.6,B,101190,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,119.19,12.2,1984.0,1.0,Comilla,Comilla,Comilla,Comilla,23.2259184472573,91.3135697177215,interpolate
91,76,N1,119.628,Box Culvert,LRP120b,CHADDAGRAM BAZAR BOX CULVERT,6.0,A,101192,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,119.628,9.5,1984.0,1.0,Comilla,Comilla,Comilla,Comilla,23.2220338977777,91.3137005933333,interpolate
92,14629,N1,120.634,Box Culvert,LRP121b,HAYDAR POLE BOX CULVERT,14.3,B,101195,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,120.634,11.0,1990.0,3.0,Comilla,Comilla,Comilla,Comilla,23.2131955721448,91.3153497403899,interpolate
93,77,N1,121.567,Box Culvert,LRP122a,FALGUNCORA CULVERT,6.1,A,101198,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,121.567,11.85,1984.0,1.0,Comilla,Comilla,Comilla,Comilla,23.2050386287937,91.3163167282749,interpolate
94,78,N1,122.603,Box Culvert,LRP123a,ATTOCK GRAM BOX CULVERT,6.1,A,101201,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,122.603,12.0,1984.0,1.0,Comilla,Comilla,Comilla,Comilla,23.1961887953757,91.3176705069364,interpolate
95,12730,N1,123.681,Box Culvert,LRP124a,BOSONTA PUR BOX CULVERT,6.1,C,101203,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,123.681,10.9,1986.0,1.0,Comilla,Comilla,Comilla,Comilla,23.1874350254302,91.3209051317399,interpolate
96,14630,N1,124.346,Box Culvert,LRP125a,BASHONTA PUR (2),9.5,B,101206,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,124.346,8.0,1978.0,2.0,Comilla,Comilla,Comilla,Comilla,23.1817958149837,91.3208787514658,interpolate
97,14631,N1,125.41,Box Culvert,LRP126a,NANKORA BOX CULVERT,3.1,B,101211,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,125.41,12.2,1984.0,1.0,Comilla,Comilla,Comilla,Comilla,23.1726272318681,91.3205774642857,interpolate
98,79,N1,126.448,Box Culvert,LRP127a,ANDAJER BAZER BOX CULVERT,9.5,A,101214,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,126.448,10.5,1992.0,2.0,Comilla,Comilla,Comilla,Comilla,23.1635138669191,91.3215889464646,interpolate
99,14632,N1,127.673,Box Culvert,LRP128a,DIMATOLI (1) BOX CULVERT,6.3,B,101217,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,127.673,8.1,1984.0,1.0,Comilla,Comilla,Comilla,Comilla,23.1527364949367,91.3243178772152,interpolate
100,14633,N1,128.767,Box Culvert,LRP129a,DIMATOLY (2) BOX CULVERT,3.5,B,101221,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,128.767,12.2,1984.0,1.0,Comilla,Comilla,Comilla,Comilla,23.1436667679334,91.3266680470308,interpolate
101,14634,N1,129.291,Box Culvert,LRP130a,JAGARNATHPUR BOX CULVERT,6.1,B,101223,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,129.291,12.1,1992.0,1.0,Comilla,Comilla,Comilla,Comilla,23.1389893200345,91.3263585348877,interpolate
102,14635,N1,129.955,Box Culvert,LRP131a,JAGOT PUR BOX CULVERT,3.0,B,101224,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,129.955,12.2,1983.0,1.0,Comilla,Comilla,Comilla,Comilla,23.1332639685968,91.327546416481,interpolate
103,80,N1,130.912,Box Culvert,LRP131b,HASO BOTHACH BOX CULVERT,6.5,A,101229,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,130.912,12.2,1984.0,1.0,Comilla,Comilla,Comilla,Comilla,23.1252363577777,91.3303863688888,interpolate
104,14636,N1,131.577,Slab Culvert,LRP132a,FOKIR BAZAR SLAB CULVERT,4.5,B,101231,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,131.577,11.8,1972.0,1.0,Comilla,Comilla,Comilla,Comilla,23.1196973774193,91.3328165129032,interpolate
105,14637,N1,132.079,Box Culvert,LRP133a,KAKKARA CULVERT,5.3,B,101157,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,132.079,12.1,1983.0,1.0,Comilla,Comilla,Comilla,Comilla,23.1158251554,91.335094485,interpolate
106,81,N1,133.155,Box Culvert,LRP134a,Chanara Box Culvert,6.1,A,101167,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,133.155,9.5,1984.0,1.0,Comilla,Comilla,Comilla,Comilla,23.1074284451388,91.3400495436111,interpolate
107,14638,N1,133.873,Box Culvert,LRP135a,CHANGARPULL(II) BOX CULVERT,3.1,B,101178,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,133.873,12.2,1988.0,1.0,Comilla,Comilla,Comilla,Comilla,23.1017563206521,91.343162998913,interpolate
108,14639,N1,134.426,Box Culvert,LRP135b,ADONCORA,9.5,B,101181,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,134.426,10.8,1984.0,2.0,Comilla,Comilla,Comilla,Comilla,23.0973512527272,91.3454956309091,interpolate
109,82,N1,134.974,Box Culvert,LRP136a,PODOYA BOX CULVERT,3.1,A,101193,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,134.974,12.3,1984.0,1.0,Comilla,Comilla,Comilla,Comilla,23.0930298369186,91.3478308386627,interpolate
110,14640,N1,135.723,Box Culvert,LRP136c,FOEALTPARA BOX CULVERT,9.25,B,101199,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,135.723,8.4,1975.0,2.0,Comilla,Comilla,Comilla,Comilla,23.0870753710144,91.3512101492753,interpolate
111,83,N1,136.375,Box Culvert,LRP137a,UTTOR KAIEATI CULVERT,3.5,A,101204,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,136.375,12.2,1994.0,1.0,Comilla,Comilla,Comilla,Comilla,23.0819909531309,91.3541811474383,interpolate
112,14641,N1,136.899,Box Culvert,LRP137b,KOKALI BOX CULVERT,14.2,B,101207,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,136.899,8.1,1994.0,3.0,Comilla,Comilla,Comilla,Comilla,23.0779647046997,91.3566005031331,interpolate
113,14642,N1,137.856,Box Culvert,LRP138a,DUTHOSHA BOX CULVERT,6.1,B,101212,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,137.856,9.6,1986.0,1.0,Comilla,Comilla,Comilla,Comilla,23.070198184,91.3603022,interpolate
114,14643,N1,138.953,Box Culvert,LRP140a,MOHAMMAD ALI MAZAR,4.0,B,101219,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,138.953,12.1,1984.0,1.0,Comilla,Comilla,Comilla,Comilla,23.0607473333333,91.3618624619047,interpolate
115,84,N1,141.531,Box Culvert,LRP142a,FATAPUR BOX CULVERT,10.8,A,101226,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,141.531,15.9,1999.0,2.0,Comilla,Noakhali,Feni,Feni-1,23.0379728055555,91.3656784724359,interpolate
116,85,N1,142.793,Slab Culvert,LRP143a,DEBIPUR SLAB CULVERT,1.6,A,101228,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,142.793,12.5,1970.0,1.0,Comilla,Noakhali,Feni,Feni-1,23.0269801170731,91.3655004839721,interpolate
117,86,N1,144.939,Box Culvert,LRP145a,CHARIPUR CULVERT.,3.4,A,101232,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,144.939,13.8,1981.0,1.0,Comilla,Noakhali,Feni,Feni-1,23.0124048410423,91.3779796149837,interpolate
118,87,N1,147.296,Box Culvert,LRP148a,RAMPUR BOX CULVERT,1.5,A,101233,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,147.296,12.45,1970.0,1.0,Comilla,Noakhali,Feni,Feni-1,22.999248756,91.3957752,interpolate
119,14644,N1,148.151,RCC Girder Bridge,LRP149a,Rampur Bridge(L),22.86,B,121127,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,148.151,12.4,1986.0,3.0,Comilla,Noakhali,Feni,Feni-1,22.9947280792802,91.4022894900763,interpolate
120,89,N1,148.174,PC Girder Bridge,LRP149b,Rampur Bridge(R),22.15,A,121134,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,148.174,,,,Comilla,Noakhali,Feni,Feni-1,22.9945936133042,91.4024539137404,interpolate
121,90,N1,148.495,Box Culvert,LRP149c,.,1.9,A,117864,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,148.495,12.4,1999.0,1.0,Comilla,Noakhali,Feni,Feni-1,22.9927169359869,91.4047486961832,interpolate
122,14645,N1,153.843,PC Girder Bridge,LRP155a,LAMUA BRIDGE,94.05,B,101235,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,153.843,11.1,1982.0,3.0,Comilla,Noakhali,Feni,Feni-1,22.9614487369369,91.4429962027027,interpolate
123,91,N1,158.031,Box Culvert,LRP159a,FAZAILPUR BOXCULVERT,1.5,A,101241,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,158.031,10.3,1984.0,1.0,Comilla,Noakhali,Feni,Feni-1,22.9486038666666,91.4794993833333,interpolate
124,14647,N1,160.379,PC Girder Bridge,LRP161a,Muhuri Bridge(L),193.22,B,121143,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,160.379,11.2,1972.0,6.0,Comilla,Noakhali,Feni,Feni-1,22.9496126090047,91.502066899526,interpolate
125,14648,N1,165.183,PC Girder Bridge,LRP166a,DHOOM GHAT PC GIRDER,220.6,B,101258,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,165.183,11.0,1985.0,7.0,Comilla,Noakhali,Feni,Feni-1,22.9149647061403,91.5262895350877,interpolate
126,93,N1,165.825,Box Culvert,LRP166c,BUMGAT BOXCULVERT,6.1,A,101270,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,165.825,12.5,1988.0,2.0,Comilla,Noakhali,Feni,Feni-1,22.9097128884012,91.5289285034482,interpolate
127,94,N1,166.479,Slab Culvert,LRP167a,BOROYAR PARA SLUB CULVERT,3.0,A,101278,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,166.479,12.4,1999.0,1.0,Comilla,Noakhali,Feni,Feni-1,22.9042462955223,91.5316297776119,interpolate
128,95,N1,167.963,Box Culvert,LRP169a,BAROYARHAT BOX CULVERT,3.0,A,101236,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,167.963,12.5,1990.0,1.0,Comilla,Noakhali,Feni,Feni-1,22.8916386,91.5354719,interpolate
129,96,N1,169.933,Box Culvert,LRP171a,UTTOR SONAPAR BOX CULVERT,4.3,A,101239,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,169.933,12.5,1991.0,2.0,Comilla,Noakhali,Feni,Feni-1,22.8746986941176,91.5408836647058,interpolate
130,97,N1,170.174,Box Culvert,LRP171b,CHAIRMEN BARI BOX CULVERT,2.0,A,101240,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,170.174,10.3,1985.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.872722034892,91.5415958766187,interpolate
131,98,N1,170.725,Box Culvert,LRP171c,MADDAM SONAPAR(1) BOX CULVERT,1.5,A,101242,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,170.725,12.5,1988.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.8680563702127,91.5432963340425,interpolate
132,99,N1,171.554,Box Culvert,LRP172a,DHARBAR TILA CULVERT,4.3,A,101245,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,171.554,12.55,1996.0,2.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.8609876872509,91.5451551717131,interpolate
133,100,N1,171.728,Box Culvert,LRP172b,MADDUM SONAPHAR-3,2.0,A,101247,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,171.728,12.5,1985.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.8594847882591,91.5454799987854,interpolate
134,101,N1,172.122,Box Culvert,LRP173a,MAMAFOUN ASTANA CULVERT,1.5,A,101243,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,172.122,12.5,1988.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.8560565672727,91.5457188709091,interpolate
135,102,N1,172.23,Slab Culvert,LRP173b,MAMAFAKIR ASTANA SLAB CULVERT,1.5,A,101244,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,172.23,12.5,1993.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.8551475327433,91.5458221849557,interpolate
136,103,N1,172.969,Box Culvert,LRP174a,MASTANNAGOR BONCUL(1),8.5,A,101249,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,172.969,12.4,1996.0,2.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.8486172764705,91.5463706117647,interpolate
137,104,N1,173.35,Box Culvert,LRP174b,MUSTAU NOGAR(2),3.0,A,101251,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,173.35,12.5,1993.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.8453914894736,91.5474689210526,interpolate
138,105,N1,173.585,Box Culvert,LRP174c,MASTARI HAGOR 3 CULVERT,1.5,A,100547,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,173.585,12.5,1992.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.8434551375,91.54814955625,interpolate
139,106,N1,173.859,Box Culvert,LRP175a,MUSTAN NAGAR -4,3.0,A,100552,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,173.859,12.5,1992.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.8410943334277,91.5488096951841,interpolate
140,107,N1,174.804,Box Culvert,LRP175b,RAIPUR BOX CUL-1,3.0,A,100550,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,174.804,12.2,1993.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.8327467692419,91.5501035014577,interpolate
141,108,N1,175.013,Box Culvert,LRP176a,RAIPUR (2) BOX CULVERT,4.5,A,112534,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,175.013,12.2,1988.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.8309613422018,91.5505028545871,interpolate
142,12732,N1,175.785,Box Culvert,LRP176b,PURPU DURGAPURE BOX CUL,12.4,C,100553,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,175.785,12.5,1992.0,2.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.8243706577981,91.5526915454128,interpolate
143,14649,N1,177.247,Box Culvert,LRP179a,MUCHIPOOL CULVERT,9.5,B,100555,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,177.247,12.3,1979.0,2.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.811563437647,91.5562562129411,interpolate
144,109,N1,179.363,Box Culvert,LRP181a,MIRSARAI BOX CUL,4.5,A,100557,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,179.363,12.2,1988.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.7941813523326,91.5629612622718,interpolate
145,14650,N1,180.85,RCC Girder Bridge,LRP182a,MIRAISORI BRIDGE,23.2,B,100559,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,180.85,12.8,1986.0,3.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.7821968918511,91.5691025661971,interpolate
146,110,N1,181.825,Box Culvert,LRP183b,Mirsorai(2) box culvert,6.0,A,100576,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,181.825,12.1,1985.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.774197092,91.5728737519999,interpolate
147,111,N1,182.318,Box Culvert,LRP184a,IANAINIPOL BOX CULVERT.,9.7,A,100560,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,182.318,11.0,1989.0,2.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.770251666098,91.5750905211087,interpolate
148,112,N1,183.296,Box Culvert,LRP185a,BOKIMTOLA BOX CULVERT,4.0,A,100575,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,183.296,12.8,1992.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.7630626913907,91.5804538821192,interpolate
149,113,N1,184.654,Box Culvert,LRP186a,VARTAKA BOX CULVERT,12.9,A,100545,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,184.654,12.7,1999.0,2.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.7535653245121,91.5886004236585,interpolate
150,114,N1,185.058,Box Culvert,LRP187a,VARTAGIA BOX CULVERT,3.0,A,100546,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,185.058,12.45,1992.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.7506393495689,91.5908840370689,interpolate
151,14651,N1,185.842,Box Culvert,LRP187b,BOTHAGIA (-3) BOX CULVERT,8.1,B,100548,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,185.842,12.7,1986.0,2.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.7445136523437,91.5943998915364,interpolate
152,115,N1,188.35,Box Culvert,LRP190a,NIAZAMPUR BOX CULVERT,3.0,A,100549,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,188.35,12.2,1988.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.723316755473,91.6024331404452,interpolate
153,116,N1,189.058,Box Culvert,LRP191a,MIRJAPUR BOX CULVERT,3.0,A,100551,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,189.058,12.2,1985.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.7178243865384,91.6057623307692,interpolate
154,117,N1,189.13,Box Culvert,LRP191b,MIRZAPUR (2) BOX CULVERT,3.0,A,100574,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,189.13,12.2,1993.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.7172707342307,91.6061084846153,interpolate
155,12733,N1,189.58,Box Culvert,LRP191c,ISAMATI BOX CULVERT,19.2,C,100554,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,189.58,9.8,1984.0,4.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.7138727382812,91.6082352218749,interpolate
156,118,N1,191.107,Box Culvert,LRP193a,DUKHIN UTHPAR BOX CULVERT,19.2,A,100556,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,191.107,12.2,1986.0,4.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.701816503937,91.6149734608923,interpolate
157,119,N1,192.408,Box Culvert,LRP194a,VANGGARPOL BOX CULVERT,4.2,A,100558,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,192.408,12.2,1993.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6912517148148,91.6201690574074,interpolate
158,120,N1,192.95,Box Culvert,LRP195a,BORO KAMALDA BOX CULVERT,3.2,A,100561,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,192.95,12.2,1984.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6868697647058,91.6220385823529,interpolate
159,121,N1,194.149,Box Culvert,LRP196a,TARAT BOX CULVERT,6.0,A,100562,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,194.149,12.1,1990.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6769772991044,91.6268169453731,interpolate
160,122,N1,194.998,Box Culvert,LRP197a,Tarial Bazar Culvert,3.0,A,100563,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,194.998,12.2,1990.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6699594391304,91.6293531695652,interpolate
161,123,N1,195.501,Box Culvert,LRP197b,MIRJA PUR (3) BOX CULVERT,3.0,A,100564,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,195.501,12.1,1984.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6657838981081,91.6311293581081,interpolate
162,124,N1,196.038,Box Culvert,LRP198a,SATU DURUAR HAT BOX CULVERT,3.0,A,100565,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,196.038,12.2,1986.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6615956814814,91.6335257425926,interpolate
163,125,N1,196.925,Box Culvert,LRP199a,RONA SORA CULVERT,3.1,A,100566,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,196.925,12.2,1984.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6547124294117,91.6379261764705,interpolate
164,126,N1,197.39,Box Culvert,LRP199b,NUNA CHARA BOX CULVERT,4.6,A,100567,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,197.39,12.1,1989.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6510709547445,91.6400341194647,interpolate
165,127,N1,197.846,Box Culvert,LRP199c,BOTTOL BOX CULVERT,12.4,A,100569,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,197.846,12.1,1992.0,2.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6474561112311,91.6419171170626,interpolate
166,128,N1,199.279,Box Culvert,LRP201a,KACHAI PATH BOX CULVERT,3.0,A,100568,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,199.279,12.1,2003.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.636096590965,91.648209240657,interpolate
167,129,N1,199.502,Box Culvert,LRP201b,KACHAI POTTI BOX CULVERT,3.0,A,100570,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,199.502,12.1,1999.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6343285718685,91.6492077265913,interpolate
168,130,N1,200.277,Box Culvert,LRP202a,EGOL PUR BOX CULVERT,3.0,A,100572,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,200.277,12.13,1985.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6281666352941,91.6527578258312,interpolate
169,14652,N1,200.575,Box Culvert,LRP202b,UTTOR SITAKONDO BAZAR BOX CULVERT,6.1,B,100571,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,200.575,12.1,1986.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6258323373493,91.6541857554217,interpolate
170,131,N1,200.918,Slab Culvert,LRP203a,SITAKUNDA SLAB,3.0,A,100573,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,200.918,12.2,1983.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6230461711711,91.6554672531531,interpolate
171,132,N1,201.52,Box Culvert,LRP203b,MOHADAB PUR BOX CULVERT,3.0,A,100577,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,201.52,12.1,1989.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6177563490118,91.6580589438735,interpolate
172,134,N1,201.999,Box Culvert,LRP204a,DULAHAJRA(R),4.6,A,112535,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,201.999,12.2,1992.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6149899686274,91.6602670503268,interpolate
173,135,N1,202.435,Box Culvert,LRP205a,MADICAL MORE CULVERT,3.0,A,100579,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,202.435,12.2,1986.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6117556741935,91.6625686731182,interpolate
174,136,N1,203.457,Box Culvert,LRP206a,DOKHIN MOHADEB PUR BOX CULVERT,2.95,A,100578,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,203.457,12.2,1985.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6038394411764,91.6673745588235,interpolate
175,14653,N1,203.651,Box Culvert,LRP206b,KALIAVA BOX CULVERT,4.5,B,100580,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,203.651,12.1,1988.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6023506949579,91.6683367336134,interpolate
176,14654,N1,204.342,Box Culvert,LRP206c,SKM BOX CULVERT(1),9.3,B,100581,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,204.342,12.4,1984.0,2.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.5971665766519,91.671819207489,interpolate
177,137,N1,204.765,Box Culvert,LRP207a,HATILOTA BOX CULVERT,4.5,A,100582,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,204.765,12.1,1989.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.5938881803921,91.6738889367647,interpolate
178,12734,N1,205.615,RCC Girder Bridge,LRP208a,BAROCONDO BRIDGE,22.25,C,100583,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,205.615,12.8,1988.0,3.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.5870350167767,91.6770444686922,interpolate
